IDX,LON,LAT
158,-66.84575824999997,18.02894475000005
159,-66.97871799999996,17.993030000000033
160,-157.81321299999996,21.392620000000022
161,-157.79374499999997,21.382490000000075
162,-157.81075899999996,21.354178000000047
163,-157.79372599999996,21.36616200000003
164,-157.81633649999998,21.391544500000037
165,-157.81028999999998,21.397155000000055
166,-157.81316699999996,21.289008000000024
167,-66.61259799999993,18.433819000000028
168,-157.84139399999998,21.53974000000005
169,-157.84504699999997,21.482219000000043
170,-157.81347099999996,21.41680800000006
171,-157.81023399999998,21.413091000000065
172,-158.02974799999998,21.495686000000035
173,-158.02977099999998,21.498000000000047
174,-158.22814099999997,21.482499000000075
175,-158.22920299999998,21.50548900000007
176,-158.05088749999996,21.496259000000066
177,-158.04905299999996,21.493644000000074
178,-157.81243349999997,21.287263000000053
179,-157.80144449999995,21.280890000000056
180,-158.06860099999997,21.325601000000063
181,-158.07527099999996,21.33917500000007
182,-158.07983199999998,21.340018000000043
183,-158.03757899999997,21.38062400000007
184,-158.11977899999997,21.344362000000046
185,-158.14261199999996,21.378813000000036
186,-158.20092299999996,21.45699200000007
187,-158.20815699999997,21.460908000000074
188,-158.21287499999997,21.464053000000035
189,-158.21703499999998,21.471858000000054
190,-158.09056999999996,21.33227100000005
191,-158.11235199999996,21.313323000000025
192,-158.09945199999999,21.31351200000006
193,-158.09000799999998,21.32855200000006
194,-158.08928733333332,21.332117333333372
195,-158.11475466666664,21.317949333333388
196,-66.95551299999994,18.054051000000072
197,-66.94734333333331,18.038873666666728
198,-158.09078299999996,21.326850000000036
199,-158.07591299999996,21.340014000000053
200,-66.61409799999996,18.43387400000006
201,-158.08481999999998,21.33420700000005
202,-158.16346999999996,21.396726000000058
203,-158.18720799999997,21.443053000000077
204,-158.19047699999996,21.449329500000033
205,-157.90802149999996,21.368448500000056
206,-157.89900799999998,21.35674000000006
207,-157.86138899999997,21.350712000000044
208,-157.81308899999996,21.378554000000065
209,-158.02690699999997,21.34830900000003
210,-158.02586199999996,21.373094000000037
211,-158.05898149999996,21.36514500000004
212,-158.05541599999998,21.36199300000004
213,-66.94625199999996,18.03784900000005
214,-157.93938999999997,21.34390300000007
215,-157.94629499999996,21.38345300000003
216,-157.93563299999997,21.378116000000052
217,-157.93574499999997,21.368570000000034
218,-157.93558099999998,21.352792000000022
219,-157.95413299999998,21.39323200000007
220,-157.92869399999998,21.379260000000045
221,-157.92642999999998,21.376185000000078
222,-157.92882199999997,21.33963766666672
223,-158.02207799999996,21.331769000000065
224,-158.02297199999998,21.33393700000005
225,-66.95276899999993,18.04706200000004
226,-158.05144499999997,21.358106000000078
227,-158.05135599999997,21.33583600000003
228,-158.01020899999997,21.31251700000007
229,-158.01674499999996,21.32291200000003
230,-158.02514199999996,21.34182500000003
231,-158.00294499999998,21.464619000000027
232,-158.00798899999998,21.470114000000024
233,-157.98951799999998,21.409879000000046
234,-157.99541499999998,21.434583000000032
235,-158.01137799999998,21.382651000000067
236,-158.00636099999997,21.38359200000008
237,-158.01293599999997,21.441726000000074
238,-158.01276699999997,21.428237000000024
239,-158.00765399999997,21.422319000000073
240,-158.00654399999996,21.420574000000045
241,-158.01230699999996,21.393966000000034
242,-158.00545299999996,21.398378000000037
243,-158.03792799999997,21.39633200000003
244,-66.95220999999998,18.045668000000035
245,-66.95331699999997,18.048460000000034
246,-158.02674166666665,21.37644833333337
247,-158.01541399999996,21.381634000000076
248,-158.02899699999998,21.37993000000006
249,-158.03028799999998,21.38156900000007
250,-158.03297099999997,21.383233000000075
251,-158.02578599999998,21.387301000000036
252,-158.02622299999996,21.37510000000003
253,-158.03438399999996,21.388096000000075
254,-158.03732299999996,21.39499100000006
255,-158.03111799999996,21.382622000000026
256,-158.03218199999998,21.38379100000003
257,-158.02761899999996,21.386263000000042
258,-158.03349099999997,21.38592200000005
259,-158.04882199999997,21.480871000000036
260,-158.039601,21.488568600000043
261,-158.02666199999996,21.47994200000005
262,-158.02374399999997,21.462585000000047
263,-66.95442399999996,18.051252000000034
264,-158.01659299999997,21.456418000000042
265,-158.01568899999998,21.451256000000058
266,-158.01352599999998,21.443980000000067
267,-158.01900499999996,21.475910000000056
268,-158.02532099999996,21.485269000000073
269,-158.02622199999996,21.488028000000043
270,-158.03327659999997,21.489913600000058
271,-158.03040299999998,21.490110000000072
272,-158.02936099999997,21.489116000000024
273,-158.02793499999999,21.486961000000065
274,-66.61559199999994,18.434064000000035
275,-158.01323299999996,21.47376900000006
276,-157.98517899999996,21.396786000000077
277,-157.98816599999998,21.403796000000057
278,-157.99238399999996,21.39906200000007
279,-157.98942299999996,21.39381000000003
280,-157.97457099999997,21.395353000000057
281,-157.97034599999998,21.393906000000072
282,-157.99439599999997,21.397996000000035
283,-157.98410157142854,21.395802142857196
284,-157.96194799999998,21.39123600000005
285,-157.99156399999998,21.392051000000038
286,-157.98761099999996,21.394771000000066
287,-158.00529799999998,21.383796000000075
288,-157.97805599999998,21.39574600000003
289,-157.98630566666665,21.395419000000043
290,-157.98813099999998,21.393530000000055
291,-157.97666499999997,21.39585100000005
292,-158.00582599999998,21.419452000000035
293,-157.99995399999997,21.410552000000052
294,-157.99832999999998,21.39883800000007
295,-157.99674099999996,21.398501000000067
296,-157.98902299999997,21.40643700000004
297,-157.95451799999998,21.387221000000068
298,-157.99937199999997,21.46288100000004
299,-157.99711099999996,21.461919000000023
300,-157.99852399999997,21.462522000000035
301,-66.61109599999997,18.433776000000023
302,-66.61298399999998,18.442656000000056
303,-157.84575549999997,21.300443000000058
304,-157.82559099999997,21.29330200000004
305,-157.87497599999998,21.341575000000034
306,-66.61429099999998,18.443418000000065
307,-157.83537599999997,21.29869400000007
308,-157.85285599999997,21.305061000000023
309,-66.61166599999996,18.44191600000005
310,-157.85276699999997,21.299090000000035
311,-157.85697799999997,21.295611000000065
312,-157.84859599999996,21.305945000000065
313,-157.84814599999996,21.294628000000046
314,-66.60359399999999,18.433486000000073
315,-157.87942999999999,21.321552000000054
316,-157.87434199999998,21.31504300000006
317,-157.86371766666662,21.307051666666723
318,-157.85795066666662,21.295028666666724
319,-157.87852499999997,21.335933000000068
320,-157.87502499999997,21.33462000000003
321,-157.83520149999998,21.301700500000067
322,-157.82015899999996,21.293434000000047
323,-157.89006666666663,21.33244966666672
324,-157.88769499999998,21.330750000000023
325,-157.90990549999998,21.336378000000053
326,-157.907425,21.336001333333382
327,-66.60509199999996,18.433594000000028
328,-157.93483799999998,21.34922800000004
329,-157.93461199999996,21.348234000000048
330,-157.92303399999997,21.3383353333334
331,-157.93403999999998,21.341657000000055
332,-157.93146779999998,21.340736800000048
333,-157.93032849999997,21.340091000000058
334,-157.93372299999996,21.345317000000023
335,-157.93343399999998,21.343741000000023
336,-157.93790699999997,21.343489000000034
337,-157.93562099999997,21.342419000000035
338,-157.93524499999998,21.351225000000056
339,-66.6048363333333,18.437986666666728
340,-66.60249299999998,18.436631000000034
341,-66.60659299999998,18.433650000000057
342,-157.88584424999996,21.309599250000034
343,-157.88922099999996,21.316815000000076
344,-157.88269228571423,21.308202285714337
345,-66.60641799999996,18.438905000000034
346,-157.88025999999996,21.307044000000076
347,-66.95387299999999,18.049855000000036
348,-157.89122199999997,21.323199000000045
349,-157.88767099999998,21.327662000000032
350,-157.88682739999996,21.329043800000044
351,-157.896393,21.35211700000005
352,-157.88511899999997,21.339690000000076
353,-157.89751599999997,21.34749800000003
354,-157.89609399999998,21.34903900000006
355,-157.89406599999998,21.333833000000055
356,-157.88299666666663,21.336912666666706
357,-66.95497599999999,18.052648000000033
358,-157.90023099999996,21.34302800000006
359,-157.90521799999996,21.335675000000037
360,-157.89798499999995,21.334603500000043
361,-66.60380499999997,18.437384000000065
362,-66.59163499999994,18.43250500000005
363,-157.89637299999998,21.334115000000054
364,-157.89503399999998,21.333751000000063
365,-157.89916299999996,21.34482500000007
366,-157.89814399999997,21.34648050000004
367,-157.89426449999996,21.354118500000055
368,-66.59313199999997,18.432624000000033
369,-66.95067749999995,18.04275725000005
370,-66.59243399999997,18.434303000000057
371,-157.83724899999999,21.290793500000063
372,-157.84805199999997,21.29093800000004
373,-157.84172399999997,21.289031000000023
374,-157.84818749999997,21.293699000000032
375,-66.59393699999998,18.434135000000026
376,-157.82180074999997,21.29188150000006
377,-157.82956699999997,21.296587000000045
378,-157.83572449999997,21.290587500000044
379,-157.82363099999998,21.287584000000038
380,-157.83554149999998,21.285000500000052
381,-66.59612499999997,18.43287200000003
382,-66.59762199999994,18.432991000000072
383,-157.81875219999998,21.290135400000043
384,-157.81640499999997,21.288433000000055
385,-157.81818299999998,21.291205000000048
386,-157.8144613333333,21.288785666666723
387,-157.82116199999996,21.296875000000057
388,-66.59544599999998,18.434138000000075
389,-157.81677399999998,21.290565500000042
390,-157.84552966666664,21.328269666666717
391,-157.84131299999999,21.333965000000035
392,-157.87484699999996,21.331473000000074
393,-157.87414599999997,21.332046000000048
394,-157.83941299999995,21.302613666666712
395,-157.84567499999997,21.304899000000034
396,-157.86736199999996,21.32636400000007
397,-157.84651399999998,21.30491100000006
398,-157.85441499999996,21.314640000000054
399,-157.85316299999997,21.315926000000047
400,-157.8643702,21.316896000000032
401,-157.86423249999996,21.314426000000054
402,-157.86020099999996,21.306884000000025
403,-157.8581234285714,21.30501700000004
404,-157.85582566666665,21.306789333333388
405,-157.86136999999997,21.31350800000007
406,-157.86078249999997,21.307939000000033
407,-66.59694999999994,18.434307000000047
408,-157.85877299999999,21.310659000000044
409,-157.86155866666664,21.308537333333373
410,-157.86215399999998,21.319848000000036
411,-157.85800449999996,21.314679500000068
412,-157.86157299999996,21.322948000000054
413,-157.85251899999994,21.311213666666713
414,-66.59910699999995,18.433114000000046
415,-157.86290199999996,21.307563000000073
416,-157.86422299999998,21.307808000000023
417,-157.87320099999997,21.313683000000026
418,-157.86733799999996,21.314118000000065
419,-66.59841799999998,18.43466600000005
420,-66.59462899999994,18.43274800000006
421,-157.86563299999997,21.313784000000055
422,-157.87165699999997,21.328571000000068
423,-157.86709199999999,21.321683000000064
424,-66.58864099999994,18.432264000000032
425,-157.87553849999998,21.330925500000063
426,-157.86489599999996,21.31860000000006
427,-157.85465299999998,21.303608000000054
428,-157.85431149999997,21.310225500000058
429,-157.85288999999997,21.30876900000004
430,-66.59015099999993,18.432382000000075
431,-157.85644499999998,21.312883000000056
432,-157.85535499999997,21.313774000000052
433,-157.85778349999998,21.31191750000005
434,-157.85721099999998,21.313693000000058
435,-157.85365599999997,21.309489000000042
436,-66.58681199999995,18.436474000000032
437,-157.84465799999998,21.30315100000007
438,-157.84505099999998,21.302188000000058
439,-157.84811799999997,21.321384000000023
440,-157.86634899999996,21.346932000000038
441,-157.86854599999998,21.337820000000022
442,-157.86788499999997,21.339735000000076
443,-157.87280949999996,21.333151500000042
444,-157.87171899999998,21.33407900000003
445,-157.86970099999996,21.336271000000067
446,-157.83650699999998,21.30212700000004
447,-157.83060399999997,21.345285000000047
448,-157.83256699999998,21.342494000000045
449,-157.91928999999996,21.369700000000023
450,-157.82917099999997,21.402048000000036
451,-157.83277199999998,21.44304500000004
452,-157.81414599999997,21.417953000000068
453,-157.91228299999997,21.36940500000003
454,-157.92571299999997,21.373249000000044
455,-157.9219465,21.372176000000053
456,-157.91993233333332,21.372196666666735
457,-157.92926699999998,21.365781000000027
458,-66.58817699999997,18.435823000000028
459,-157.93415299999995,21.376678333333377
460,-157.93149099999997,21.375880000000052
461,-157.93337049999997,21.372652750000043
462,-157.9347243333333,21.37033233333337
463,-157.92878799999997,21.37522400000006
464,-157.9280853333333,21.378435333333396
465,-157.92754899999997,21.374463500000047
466,-157.91755899999998,21.371545000000026
467,-157.83796499999997,21.457115000000044
468,-158.09968649999996,21.59964400000004
469,-158.06311599999998,21.646111000000076
470,-158.10237999999998,21.57512500000007
471,-158.06354999999996,21.556336000000044
472,-158.22855499999997,21.510876000000053
473,-158.10027499999998,21.592525000000023
474,-158.10338599999997,21.592806000000053
475,-66.58954899999998,18.435190000000034
476,-158.10522799999998,21.576153000000033
477,-158.10248899999996,21.581983000000037
478,-157.95424599999998,21.678660000000036
479,-157.91984499999998,21.645901000000038
480,-157.90828299999998,21.607668000000047
481,-158.03336299999998,21.505487000000073
482,-158.04057899999995,21.51476933333339
483,-158.03915999999998,21.52690300000006
484,-158.04264399999997,21.51183800000004
485,-158.05249599999996,21.50239300000004
486,-158.05188399999997,21.50036700000004
487,-158.03091199999997,21.682224000000076
488,-157.99470799999997,21.697029000000043
489,-157.95571599999997,21.67984800000005
490,-158.03731099999996,21.67688400000003
491,-157.88390549999997,21.577965000000063
492,-157.85024499999997,21.55410500000005
493,-157.88539749999995,21.579570500000045
494,-157.84208399999997,21.54173000000003
495,-157.74016399999996,21.36797000000007
496,-157.73496899999998,21.360385000000065
497,-157.68566999999996,21.32692700000007
498,-157.66955999999996,21.317912000000035
499,-157.67721699999998,21.282775000000072
500,-157.69324599999996,21.275267000000042
501,-157.7806883333333,21.375069333333386
502,-157.73471399999997,21.282038000000057
503,-157.75511899999998,21.277847000000065
504,-157.77973899999995,21.27786450000005
505,-157.79398599999996,21.278523000000064
506,-157.70802999999998,21.278657000000067
507,-157.71541349999995,21.283217000000036
508,-157.72349899999998,21.285953000000063
509,-157.71941199999998,21.285821000000055
510,-157.71727199999998,21.284512500000034
511,-157.70458299999996,21.275840500000044
512,-157.71322299999997,21.34668000000005
513,-157.71048999999996,21.34547500000008
514,-157.69779699999998,21.333187000000066
515,-157.73166899999998,21.356719000000055
516,-157.76020699999998,21.43023500000004
517,-66.94942699999996,18.041041000000064
518,-157.75600166666663,21.380917666666694
519,-157.74520199999998,21.393159000000026
520,-66.94842799999998,18.039919000000054
521,-157.76826399999996,21.403264000000036
522,-157.76663899999997,21.377223000000072
523,-157.80851699999997,21.40198900000007
524,-157.78907799999996,21.405791000000022
525,-157.77607749999999,21.41092400000005
526,-157.79970766666665,21.40278800000006
527,-157.79754699999998,21.395219000000054
528,-157.79716199999996,21.393511000000046
529,-157.79184699999996,21.385888000000023
530,-157.78724099999997,21.381364000000076
531,-157.78515899999996,21.37932600000005
532,-157.79023999999998,21.384310000000028
533,-157.7939985,21.405270500000057
534,-157.80711999999997,21.40438000000006
535,-157.80548199999998,21.403609000000074
536,-157.80696519999998,21.403045600000063
537,-157.76157999999998,21.42244900000003
538,-157.76725699999997,21.407362000000035
539,-157.75496099999998,21.409606000000053
540,-66.95183199999994,18.044804000000056
541,-157.77079899999998,21.409733000000074
542,-157.77177499999996,21.410190000000057
543,-157.65696899999998,21.305468000000076
544,-157.66513699999996,21.290591000000063
545,-157.66165699999996,21.313081000000068
546,-157.65730599999998,21.308629000000053
547,-155.06329199999996,19.668198000000075
548,-155.04574599999998,19.64212100000003
549,-155.04019549999998,19.63311450000006
550,-155.04045199999996,19.62366166666671
551,-155.05409099999997,19.727603000000045
552,-155.06218599999997,19.723479000000054
553,-155.09249699999998,19.78287400000005
554,-155.09819699999997,19.799634000000026
555,-66.59096799999998,18.434667000000047
556,-155.04377099999996,19.71404700000005
557,-155.08625866666662,19.726468333333383
558,-155.06564999999998,19.69525500000003
559,-155.06600199999997,19.692518000000064
560,-155.06422799999996,19.714177000000063
561,-155.06422899999998,19.707205000000044
562,-155.07126599999998,19.72245900000007
563,-155.07862974999998,19.722539500000053
564,-155.06422799999996,19.721003000000053
565,-155.06366859999997,19.722633200000065
566,-155.06973599999998,19.722568000000024
567,-155.09052699999998,19.73379300000005
568,-155.09140499999998,19.737411000000066
569,-155.09111299999998,19.739133000000038
570,-155.10408399999997,19.830333000000053
571,-155.04262199999997,19.712867000000074
572,-66.58714499999996,18.432132000000024
573,-155.05143049999998,19.72895775000005
574,-66.96151299999997,18.072134000000062
575,-155.05403799999996,19.728906000000052
576,-155.05345599999998,19.730255000000056
577,-150.94051399999998,60.505805000000066
578,-151.02271499999998,60.49748600000004
579,-66.97728799999999,17.99345900000003
580,-66.97854199999995,18.079682000000048
581,-66.97674366666662,18.07945866666671
582,-67.04385299999996,17.99998800000003
583,-67.04248699999994,17.999379000000033
584,-67.04967199999999,18.02317400000004
585,-67.04965999999996,18.021682000000055
586,-67.04925499999996,18.00678300000004
587,-67.04880299999996,18.005362000000048
588,-151.83277799999996,59.77588700000007
589,-151.70151399999997,59.71016200000008
590,-151.67711399999996,59.67376800000005
591,-151.63350899999998,59.65779300000003
592,-151.69601099999997,59.70407800000004
593,-151.62186499999996,59.65407300000004
594,-151.57702199999997,59.64266800000007
595,-151.55135699999997,59.641737000000035
596,-151.54424099999997,59.64142600000008
597,-151.52481399999996,59.64234000000005
598,-151.27549599999998,60.29681500000004
599,-151.32700499999996,60.26655400000004
600,-151.38788799999998,60.232773000000066
601,-151.53920799999997,60.12866500000007
602,-151.65975299999997,60.04765700000007
603,-151.70119699999998,60.02382800000004
604,-151.81069599999998,59.84182600000008
605,-151.83333899999997,59.77964700000007
606,-151.17390099999997,60.39219000000003
607,-151.25713399999998,60.32358000000005
608,-151.08139599999998,60.519656000000055
609,-151.12387699999996,60.56421300000005
610,-151.24180099999998,60.55763500000006
611,-151.25095099999996,60.55480600000004
612,-151.25971399999997,60.55489700000004
613,-151.27762899999996,60.56016500000004
614,-151.38256899999996,60.68380700000006
615,-151.38406899999995,60.69013200000006
616,-151.32107599999998,60.580989000000045
617,-151.35506199999998,60.64671000000004
618,-151.37632299999996,60.67561900000004
619,-151.28221199999996,60.56032200000004
620,-151.31605199999996,60.577101500000055
621,-151.33580899999998,60.719230500000066
622,-151.30137899999997,60.73019100000005
623,-151.30579299999997,60.74097100000006
624,-66.19687399999998,18.088366000000065
625,-66.19698999999994,18.087173500000063
626,-151.08659499999996,60.47200400000003
627,-151.14563699999997,60.42203400000005
628,-151.05247649999995,60.489790000000056
629,-151.05720066666663,60.48647333333338
630,-151.06500999999997,60.48399500000005
631,-151.07365449999998,60.49863150000007
632,-151.07088199999998,60.48259000000007
633,-151.07690299999996,60.47934200000003
634,-151.08448099999998,60.47482700000006
635,-151.08570999999998,60.473163000000056
636,-151.07786199999998,60.50223650000004
637,-151.08473099999998,60.50818550000005
638,-151.08147999999997,60.51652000000007
639,-151.05489699999998,60.48809000000006
640,-151.05025999999998,60.49134900000007
641,-151.16834999999998,60.56874000000005
642,-151.17492,60.56933850000007
643,-151.23359899999997,60.56080000000003
644,-142.60249499999998,63.31137300000006
645,-142.83529099999998,63.32493600000004
646,-146.83923499999997,61.981693000000064
647,-146.74415799999997,62.00493300000005
648,-143.98868699999997,62.713298000000066
649,-143.64287499999995,62.92460100000005
650,-145.48593199999996,62.88478600000008
651,-145.49040699999998,63.014459000000045
652,-146.78543199999996,64.33293600000007
653,-146.90650799999997,64.41618600000004
654,-149.76497099999997,62.88927400000006
655,-149.59147099999998,63.01358600000003
656,-149.21105799999998,60.788125000000036
657,-149.05909999999997,60.84680300000008
658,-149.03411399999996,60.83406400000007
659,-148.97566966666665,60.81907533333339
660,-148.85346599999997,60.78634900000003
661,-149.04712299999997,61.68240000000003
662,-148.89520199999998,61.71020000000004
663,-149.93740899999997,60.48289500000004
664,-149.94980899999996,60.48388600000004
665,-150.45918999999998,60.53087800000003
666,-150.56619899999998,60.525765000000035
667,-150.69351099999997,60.52654700000005
668,-150.75460499999997,60.53656900000004
669,-150.79436099999998,60.536028000000044
670,-150.88718699999998,60.51899700000007
671,-150.77062499999997,60.537434000000076
672,-150.77606299999997,60.53717900000004
673,-150.77327199999996,60.53739000000007
674,-150.67947899999996,60.52690700000005
675,-150.69218099999998,60.52666800000003
676,-150.11125099999998,60.48486000000008
677,-150.25744499999996,60.52663400000006
678,-150.38584299999997,60.529967000000056
679,-150.02122799999998,60.48825900000003
680,-150.00297899999998,60.48737700000004
681,-149.44064199999997,60.12110300000006
682,-149.41613899999996,60.14385600000003
683,-149.38262399999996,60.18654500000008
684,-149.35975299999998,60.32583200000005
685,-149.37091499999997,60.48847800000004
686,-149.43444399999996,60.50335300000006
687,-149.43368799999996,60.779963000000066
688,-149.44213999999997,60.10940700000003
689,-149.44213299999998,60.10006800000008
690,-149.61657899999997,60.52488900000003
691,-149.73380399999996,60.48599000000007
692,-149.56040299999998,60.53781900000007
693,-149.50003199999998,60.64062700000005
694,-149.81235199999998,60.49073500000003
695,-149.80552999999998,60.49425300000007
696,-149.5434503333333,60.53470500000003
697,-149.55812999999998,60.53144300000008
698,-149.41998599999997,60.15081200000003
699,-149.35083199999997,60.33369800000003
700,-149.80075099999996,61.62662900000004
701,-150.02223599999996,61.712078000000076
702,-150.09463899999997,61.81408900000008
703,-150.07999899999996,61.89365000000004
704,-150.13359699999998,62.74547200000006
705,-149.93133899999998,61.13748000000004
706,-66.96053499999994,18.07099400000004
707,-149.96819299999996,61.17665400000004
708,-149.94344199999998,61.17380100000008
709,-149.95178599999997,61.15910100000008
710,-149.93686199999996,61.15937000000008
711,-149.9795193333333,61.177456333333375
712,-149.97816499999996,61.17315412500004
713,-149.98106133333332,61.17377700000005
714,-149.98295699999997,61.17747750000004
715,-149.98307499999996,61.176199000000054
716,-149.98108799999997,61.17756700000007
717,-149.98196999999996,61.17765200000008
718,-149.98191399999996,61.17489500000005
719,-149.98258899999996,61.17556300000007
720,-149.97473399999998,61.177129000000036
721,-149.97256299999998,61.17619600000006
722,-149.96979799999997,61.17657600000007
723,-149.97702699999996,61.17729200000008
724,-149.97581299999996,61.17373100000006
725,-149.97498899999997,61.17438500000003
726,-149.97326199999998,61.17573300000004
727,-149.97420699999998,61.174997000000076
728,-66.96961999999996,18.078472000000033
729,-150.04012499999996,61.73647900000003
730,-150.06463099999996,61.76330000000007
731,-150.09722899999997,61.80958100000004
732,-150.04457499999998,61.74312000000003
733,-150.25100499999996,62.34669300000007
734,-150.23419399999997,62.56428500000004
735,-150.05998399999996,62.10424100000006
736,-150.03976299999997,62.13438300000007
